resp_id,degree_label,degree_code_int,region_continent,hours_level,high_stress_group,v089,v089_code,worklife_score,v084_num,degree_duration_text,degree_duration_years,degree_progress_text,degree_progress_years,study_in_home_country,study_in_home_country_flag,high_hours_flag,low_worklife_flag,high_hours_only_flag,low_worklife_only_flag,both_high_hours_and_low_wlb_flag,v079_num,v091_num,v097_num,v100_num,v101_num,supervisor_support_raw,institution_support_raw,supervisor_z,institution_z,supervisor_cat,institution_cat,support_quadrant_label,degree_prep_code,degree_prep_label,caring_responsibility_code,caring_responsibility_label
2824,Doctorate,1.0,South America,medium,0,21-30 hours,5.0,3.0,1.0,3 years,3.0,3 years,3.0,No,0.0,0,1,0,1,0,1.0,1.0,5.0,4.0,1.0,1.0,3.333333333333333,-1.348415062565872,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2825,Master's,2.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,2 years,2.0,2 years,2.0,Yes,1.0,1,0,1,0,0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
2826,Master's,2.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,2 years,2.0,1 year,1.0,Yes,1.0,0,0,0,0,0,2.0,5.0,4.0,6.0,6.0,3.5,5.333333333333333,0.3904404309166467,2.017254305334165,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
2827,Doctorate,1.0,Asia,very_high,1,61-70 hours,4.0,2.0,4.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,1,0,0,1,5.0,4.0,1.0,4.0,3.0,4.5,2.6666666666666665,1.0859826283096543,-0.2374083328797255,High,Medium,High supervisor / Medium institution,2.0,Well,4.0,Somewhat disagree
2828,Doctorate,1.0,South America,very_high,0,More than 80 hours,7.0,6.0,6.0,4 years,4.0,6 years,6.0,Yes,1.0,1,0,1,0,0,2.0,4.0,5.0,1.0,7.0,3.0,4.333333333333333,0.042669332220143,1.1717558160039558,Medium,High,Medium supervisor / High institution,5.0,Very badly,5.0,Strongly disagree
2829,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,7.0,7.0,5 years ,5.0,3 years,3.0,No,0.0,1,0,1,0,0,1.0,3.0,6.0,3.0,5.0,2.0,4.666666666666667,-0.6528728651728645,1.4535886457806928,Low,High,Low supervisor / High institution,2.0,Well,2.0,Strongly agree
2830,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,6.0,6.0,5 years ,5.0,3 years,3.0,Yes,1.0,0,0,0,0,0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,-1.348415062565872,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2831,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,6.0,6.0,5 years ,5.0,1 year,1.0,Yes,1.0,0,0,0,0,0,2.0,2.0,2.0,3.0,5.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
2832,Doctorate,1.0,South America,very_high,1,71-80 hours,6.0,3.0,1.0,4 years,4.0,5 years,5.0,Yes,1.0,1,1,0,0,1,7.0,4.0,2.0,3.0,2.0,5.5,2.333333333333333,1.781524825702662,-0.5192411626564616,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,5.0,Strongly disagree
2833,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,6.0,6.0,3 years,3.0,2 years,2.0,Yes,1.0,0,0,0,0,0,2.0,2.0,3.0,2.0,3.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2834,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,5 years ,5.0,2 years,2.0,No,0.0,1,0,1,0,0,1.0,1.0,6.0,1.0,5.0,1.0,4.0,-1.348415062565872,0.8899229862272199,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
2835,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,5.0,2.0,5 years ,5.0,2 years,2.0,Yes,1.0,0,0,0,0,0,5.0,3.0,2.0,6.0,2.0,4.0,3.333333333333333,0.7382115296131505,0.3262573266737473,High,Medium,High supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
2836,Master's,2.0,South America,medium,0,31-40 hours,3.0,3.0,1.0,2 years,2.0,1 year,1.0,Yes,1.0,0,1,0,1,0,2.0,2.0,2.0,3.0,5.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2837,Doctorate,1.0,South America,very_high,0,61-70 hours,4.0,4.0,3.0,4 years,4.0,7 years,7.0,Yes,1.0,1,0,1,0,0,3.0,5.0,4.0,1.0,3.0,4.0,2.6666666666666665,0.7382115296131505,-0.2374083328797255,High,Medium,High supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
2838,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,3.0,1.0,6 years,6.0,3 years,3.0,Yes,1.0,0,1,0,1,0,3.0,5.0,1.0,3.0,3.0,4.0,2.333333333333333,0.7382115296131505,-0.5192411626564616,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2839,Master's,2.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,3 years,3.0,2 years,2.0,No,0.0,1,0,1,0,0,4.0,5.0,2.0,2.0,2.0,4.5,2.0,1.0859826283096543,-0.801073992433198,High,Low,High supervisor / Low institution,2.0,Well,4.0,Somewhat disagree
2840,Doctorate,1.0,South America,medium,0,21-30 hours,5.0,4.0,3.0,4 years,4.0,3 years,3.0,Yes,1.0,0,0,0,0,0,2.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,-0.6528728651728645,-1.0829068222099345,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2841,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,0,1,0,0,2.0,2.0,2.0,3.0,2.0,2.0,2.333333333333333,-0.6528728651728645,-0.5192411626564616,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2842,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,3 years,3.0,Yes,1.0,0,0,0,0,0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
2843,Doctorate,1.0,South America,high,0,41-50 hours,1.0,4.0,3.0,5 years ,5.0,2 years,2.0,Yes,1.0,1,0,1,0,0,2.0,2.0,4.0,5.0,4.0,2.0,4.333333333333333,-0.6528728651728645,1.1717558160039558,Low,High,Low supervisor / High institution,2.0,Well,2.0,Strongly agree
2844,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,7.0,7.0,5 years ,5.0,2 years,2.0,Yes,1.0,0,0,0,0,0,2.0,2.0,2.0,1.0,5.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
2845,Master's,2.0,South America,low,0,11-20 hours,8.0,4.0,3.0,2 years,2.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,1.0,3.0,2.0,5.0,2.0,2.0,3.0,-0.6528728651728645,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
2846,Master's,2.0,Europe,high,0,51-60 hours,2.0,4.0,3.0,2 years,2.0,1 year,1.0,No,0.0,1,0,1,0,0,8.0,6.0,3.0,1.0,5.0,7.0,3.0,2.824838121792173,0.0444244968970109,High,Medium,High supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
2847,Master's,2.0,Europe,very_high,1,61-70 hours,4.0,3.0,1.0,3 years,3.0,3 years,3.0,Yes,1.0,1,1,0,0,1,6.0,4.0,4.0,1.0,4.0,5.0,3.0,1.433753727006158,0.0444244968970109,High,Medium,High supervisor / Medium institution,4.0,Badly,5.0,Strongly disagree
2848,Doctorate,1.0,South America,high,1,41-50 hours,1.0,3.0,1.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,1,0,0,1,2.0,1.0,4.0,5.0,4.0,1.5,4.333333333333333,-1.0006439638693685,1.1717558160039558,Low,High,Low supervisor / High institution,1.0,Very well,1.0,Somewhat agree
2849,Doctorate,1.0,South America,high,1,51-60 hours,2.0,3.0,1.0,4 years,4.0,3 years,3.0,Yes,1.0,1,1,0,0,1,2.0,2.0,4.0,1.0,1.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
2850,Doctorate,1.0,South America,very_high,1,61-70 hours,4.0,3.0,1.0,5 years ,5.0,2 years,2.0,Yes,1.0,1,1,0,0,1,1.0,1.0,4.0,4.0,4.0,1.0,4.0,-1.348415062565872,0.8899229862272199,Low,High,Low supervisor / High institution,4.0,Badly,1.0,Somewhat agree
2851,Doctorate,1.0,South America,very_high,1,More than 80 hours,7.0,1.0,5.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,1,0,0,1,3.0,2.0,4.0,2.0,4.0,2.5,3.333333333333333,-0.3051017664763607,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2852,Master's,2.0,North/Central America,high,1,41-50 hours,1.0,2.0,4.0,2 years,2.0,1 year,1.0,Yes,1.0,1,1,0,0,1,2.0,1.0,3.0,1.0,1.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
2853,Master's,2.0,Asia,medium,0,31-40 hours,3.0,5.0,2.0,3 years,3.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,1.0,2.0,3.0,1.0,2.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
2854,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,6.0,6.0,6 years,6.0,1 year,1.0,Yes,1.0,1,0,1,0,0,1.0,1.0,5.0,1.0,5.0,1.0,3.6666666666666665,-1.348415062565872,0.6080901564504835,Low,High,Low supervisor / High institution,2.0,Well,2.0,Strongly agree
2855,Dual degree,3.0,North/Central America,high,0,41-50 hours,1.0,4.0,3.0,More than 7 years,8.0,3 years,3.0,Yes,1.0,1,0,1,0,0,6.0,5.0,2.0,1.0,2.0,5.5,1.6666666666666667,1.781524825702662,-1.0829068222099345,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2856,Master's,2.0,South America,low,0,11-20 hours,8.0,5.0,2.0,3 years,3.0,2 years,2.0,Yes,1.0,0,0,0,0,0,2.0,2.0,5.0,5.0,1.0,2.0,3.6666666666666665,-0.6528728651728645,0.6080901564504835,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
2857,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,3.0,1.0,5 years ,5.0,3 years,3.0,Yes,1.0,0,1,0,1,0,1.0,1.0,2.0,1.0,5.0,1.0,2.6666666666666665,-1.348415062565872,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
2858,Master's,2.0,South America,medium,0,31-40 hours,3.0,3.0,1.0,2 years,2.0,2 years,2.0,Yes,1.0,0,1,0,1,0,5.0,1.0,3.0,3.0,5.0,3.0,3.6666666666666665,0.042669332220143,0.6080901564504835,Medium,High,Medium supervisor / High institution,4.0,Badly,2.0,Strongly agree
2859,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,2.0,4.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,2.0,2.0,1.0,1.0,2.0,2.0,1.3333333333333333,-0.6528728651728645,-1.3647396519866708,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
2860,Doctorate,1.0,South America,medium,0,31-40 hours,3.0,5.0,2.0,3 years,3.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,4.0,6.0,7.0,7.0,7.0,5.0,7.0,1.433753727006158,3.426418454217847,High,High,High supervisor / High institution,1.0,Very well,1.0,Somewhat agree
2861,Dual degree,3.0,North/Central America,medium,0,31-40 hours,3.0,6.0,6.0,More than 7 years,8.0,2 years,2.0,Yes,1.0,0,0,0,0,0,1.0,1.0,3.0,6.0,2.0,1.0,3.6666666666666665,-1.348415062565872,0.6080901564504835,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
2862,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,6.0,6.0,6 years,6.0,4 years,4.0,No,0.0,1,0,1,0,0,1.0,3.0,2.0,3.0,5.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
2863,Doctorate,1.0,North/Central America,very_high,1,61-70 hours,4.0,2.0,4.0,7 years,7.0,6 years,6.0,Yes,1.0,1,1,0,0,1,3.0,6.0,4.0,6.0,3.0,4.5,4.333333333333333,1.0859826283096543,1.1717558160039558,High,High,High supervisor / High institution,1.0,Very well,2.0,Strongly agree
2864,Master's,2.0,South America,low,0,11-20 hours,8.0,7.0,7.0,2 years,2.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,2.0,2.0,6.0,3.0,2.0,2.0,3.6666666666666665,-0.6528728651728645,0.6080901564504835,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
2865,Doctorate,1.0,South America,medium,0,21-30 hours,5.0,7.0,7.0,4 years,4.0,3 years,3.0,Yes,1.0,0,0,0,0,0,2.0,4.0,3.0,3.0,4.0,3.0,3.333333333333333,0.042669332220143,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,5.0,Strongly disagree
2866,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,2.0,4.0,6 years,6.0,6 years,6.0,No,0.0,1,1,0,0,1,2.0,2.0,6.0,3.0,1.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2867,Dual degree,3.0,North/Central America,high,1,51-60 hours,2.0,3.0,1.0,More than 7 years,8.0,5 years,5.0,Yes,1.0,1,1,0,0,1,1.0,5.0,3.0,3.0,1.0,3.0,2.333333333333333,0.042669332220143,-0.5192411626564616,Medium,Low,Medium supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
2868,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,5.0,2.0,5 years ,5.0,1 year,1.0,Yes,1.0,0,0,0,0,0,1.0,2.0,2.0,1.0,2.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2869,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,5 years ,5.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,2.0,1.0,3.0,4.0,2.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
2870,Master's,2.0,North/Central America,low,0,11-20 hours,8.0,2.0,4.0,2 years,2.0,2 years,2.0,Yes,1.0,0,1,0,1,0,6.0,4.0,1.0,1.0,3.0,5.0,1.6666666666666667,1.433753727006158,-1.0829068222099345,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,1.0,Somewhat agree
2871,Doctorate,1.0,South America,high,1,41-50 hours,1.0,1.0,5.0,4 years,4.0,1 year,1.0,Yes,1.0,1,1,0,0,1,6.0,5.0,6.0,3.0,3.0,5.5,4.0,1.781524825702662,0.8899229862272199,High,High,High supervisor / High institution,2.0,Well,2.0,Strongly agree
2872,Master's,2.0,Asia,medium,0,21-30 hours,5.0,6.0,6.0,3 years,3.0,3 years,3.0,Yes,1.0,0,0,0,0,0,7.0,3.0,3.0,6.0,1.0,5.0,3.333333333333333,1.433753727006158,0.3262573266737473,High,Medium,High supervisor / Medium institution,2.0,Well,4.0,Somewhat disagree
2873,Master's,2.0,Asia,medium,0,31-40 hours,3.0,1.0,5.0,3 years,3.0,3 years,3.0,Yes,1.0,0,1,0,1,0,7.0,4.0,1.0,1.0,3.0,5.5,1.6666666666666667,1.781524825702662,-1.0829068222099345,High,Low,High supervisor / Low institution,5.0,Very badly,5.0,Strongly disagree
2874,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,4.0,3.0,5 years ,5.0,5 years,5.0,No,0.0,0,0,0,0,0,1.0,1.0,2.0,1.0,5.0,1.0,2.6666666666666665,-1.348415062565872,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,3.0,Neither well nor badly,2.0,Strongly agree
2875,Master's,2.0,Asia,high,0,41-50 hours,1.0,4.0,3.0,2 years,2.0,2 years,2.0,Yes,1.0,1,0,1,0,0,4.0,3.0,3.0,2.0,1.0,3.5,2.0,0.3904404309166467,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2876,,,,,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
2877,Doctorate,1.0,North/Central America,very_high,1,More than 80 hours,7.0,1.0,5.0,5 years ,5.0,1 year,1.0,No,0.0,1,1,0,0,1,6.0,5.0,2.0,2.0,1.0,5.5,1.6666666666666667,1.781524825702662,-1.0829068222099345,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2878,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,5.0,2.0,6 years,6.0,5 years,5.0,Yes,1.0,1,0,1,0,0,3.0,5.0,4.0,2.0,2.0,4.0,2.6666666666666665,0.7382115296131505,-0.2374083328797255,High,Medium,High supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
2879,Master's,2.0,Asia,medium,0,21-30 hours,5.0,4.0,3.0,3 years,3.0,2 years,2.0,Yes,1.0,0,0,0,0,0,5.0,4.0,1.0,5.0,3.0,4.5,3.0,1.0859826283096543,0.0444244968970109,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2880,Master's,2.0,Asia,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,3 years,3.0,Yes,1.0,1,1,0,0,1,3.0,1.0,3.0,1.0,2.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2881,Master's,2.0,Asia,low,0,11-20 hours,8.0,4.0,3.0,3 years,3.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,4.0,3.0,4.0,5.0,3.0,3.5,4.0,0.3904404309166467,0.8899229862272199,Medium,High,Medium supervisor / High institution,3.0,Neither well nor badly,4.0,Somewhat disagree
2882,Master's,2.0,Asia,low,0,Less than 11 hours,9.0,1.0,5.0,2 years,2.0,Less than a year,0.5,Yes,1.0,0,1,0,1,0,3.0,5.0,2.0,1.0,2.0,4.0,1.6666666666666667,0.7382115296131505,-1.0829068222099345,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2883,Doctorate,1.0,Asia,very_high,1,71-80 hours,6.0,1.0,5.0,5 years ,5.0,2 years,2.0,Yes,1.0,1,1,0,0,1,5.0,1.0,4.0,4.0,3.0,3.0,3.6666666666666665,0.042669332220143,0.6080901564504835,Medium,High,Medium supervisor / High institution,4.0,Badly,5.0,Strongly disagree
2884,Doctorate,1.0,South America,medium,0,31-40 hours,3.0,5.0,2.0,5 years ,5.0,1 year,1.0,Yes,1.0,0,0,0,0,0,4.0,3.0,4.0,5.0,3.0,3.5,4.0,0.3904404309166467,0.8899229862272199,Medium,High,Medium supervisor / High institution,1.0,Very well,4.0,Somewhat disagree
2885,Doctorate,1.0,North/Central America,very_high,1,71-80 hours,6.0,1.0,5.0,4 years,4.0,3 years,3.0,No,0.0,1,1,0,0,1,7.0,5.0,3.0,4.0,1.0,6.0,2.6666666666666665,2.1292959243991656,-0.2374083328797255,High,Medium,High supervisor / Medium institution,4.0,Badly,3.0,Neither agree nor disagree
2886,Doctorate,1.0,North/Central America,very_high,1,61-70 hours,4.0,3.0,1.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,2.0,2.0,6.0,3.0,1.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
2887,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,3.0,1.0,5 years ,5.0,3 years,3.0,Yes,1.0,0,1,0,1,0,2.0,5.0,3.0,1.0,1.0,3.5,1.6666666666666667,0.3904404309166467,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,3.0,Neither agree nor disagree
2888,Master's,2.0,Asia,high,1,51-60 hours,2.0,1.0,5.0,2 years,2.0,1 year,1.0,Yes,1.0,1,1,0,0,1,3.0,5.0,1.0,2.0,1.0,4.0,1.3333333333333333,0.7382115296131505,-1.3647396519866708,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2889,Doctorate,1.0,North/Central America,very_high,1,61-70 hours,4.0,1.0,5.0,6 years,6.0,4 years,4.0,Yes,1.0,1,1,0,0,1,1.0,1.0,2.0,3.0,2.0,1.0,2.333333333333333,-1.348415062565872,-0.5192411626564616,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
2890,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,2.0,4.0,5 years ,5.0,5 years,5.0,No,0.0,1,1,0,0,1,6.0,1.0,4.0,5.0,1.0,3.5,3.333333333333333,0.3904404309166467,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
2891,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,5.0,2.0,6 years,6.0,1 year,1.0,Yes,1.0,0,0,0,0,0,3.0,1.0,1.0,4.0,3.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2892,Master's,2.0,Asia,very_high,0,71-80 hours,6.0,4.0,3.0,2 years,2.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,2.0,1.0,1.0,6.0,3.0,1.5,3.333333333333333,-1.0006439638693685,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,4.0,Badly,1.0,Somewhat agree
2893,Doctorate,1.0,Asia,very_high,1,More than 80 hours,7.0,3.0,1.0,4 years,4.0,2 years,2.0,Yes,1.0,1,1,0,0,1,5.0,3.0,1.0,1.0,3.0,4.0,1.6666666666666667,0.7382115296131505,-1.0829068222099345,High,Low,High supervisor / Low institution,1.0,Very well,2.0,Strongly agree
2894,Master's,2.0,Asia,very_high,0,More than 80 hours,7.0,4.0,3.0,2 years,2.0,Less than a year,0.5,No,0.0,1,0,1,0,0,4.0,3.0,4.0,6.0,6.0,3.5,5.333333333333333,0.3904404309166467,2.017254305334165,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
2895,Doctorate,1.0,North/Central America,very_high,1,61-70 hours,4.0,1.0,5.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,1,0,0,1,1.0,1.0,1.0,4.0,4.0,1.0,3.0,-1.348415062565872,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,3.0,Neither well nor badly,4.0,Somewhat disagree
2896,Master's,2.0,Asia,low,0,Less than 11 hours,9.0,4.0,3.0,2 years,2.0,1 year,1.0,No,0.0,0,0,0,0,0,4.0,1.0,6.0,3.0,5.0,2.5,4.666666666666667,-0.3051017664763607,1.4535886457806928,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
2897,Master's,2.0,Asia,medium,0,21-30 hours,5.0,5.0,2.0,3 years,3.0,1 year,1.0,Yes,1.0,0,0,0,0,0,2.0,1.0,2.0,3.0,5.0,1.5,3.333333333333333,-1.0006439638693685,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
2898,Doctorate,1.0,Australasia,medium,0,21-30 hours,5.0,1.0,5.0,4 years,4.0,Less than a year,0.5,Yes,1.0,0,1,0,1,0,5.0,1.0,2.0,1.0,2.0,3.0,1.6666666666666667,0.042669332220143,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,5.0,Very badly,1.0,Somewhat agree
2899,Doctorate,1.0,Australasia,high,0,41-50 hours,1.0,4.0,3.0,4 years,4.0,3 years,3.0,Yes,1.0,1,0,1,0,0,2.0,1.0,5.0,6.0,1.0,1.5,4.0,-1.0006439638693685,0.8899229862272199,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
2900,Master's,2.0,Asia,very_high,0,61-70 hours,4.0,4.0,3.0,2 years,2.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
2901,Master's,2.0,Africa,low,0,11-20 hours,8.0,3.0,1.0,2 years,2.0,3 years,3.0,Yes,1.0,0,1,0,1,0,5.0,3.0,2.0,1.0,1.0,4.0,1.3333333333333333,0.7382115296131505,-1.3647396519866708,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2902,Doctorate,1.0,Asia,high,0,41-50 hours,1.0,4.0,3.0,3 years,3.0,3 years,3.0,Yes,1.0,1,0,1,0,0,7.0,3.0,6.0,4.0,1.0,5.0,3.6666666666666665,1.433753727006158,0.6080901564504835,High,High,High supervisor / High institution,3.0,Neither well nor badly,1.0,Somewhat agree
2903,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,5.0,2.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,0,1,0,0,3.0,1.0,3.0,2.0,2.0,2.0,2.333333333333333,-0.6528728651728645,-0.5192411626564616,Low,Low,Low supervisor / Low institution,4.0,Badly,1.0,Somewhat agree
2904,Master's,2.0,North/Central America,medium,0,31-40 hours,3.0,2.0,4.0,3 years,3.0,3 years,3.0,Yes,1.0,0,1,0,1,0,7.0,4.0,2.0,2.0,3.0,5.5,2.333333333333333,1.781524825702662,-0.5192411626564616,High,Low,High supervisor / Low institution,2.0,Well,4.0,Somewhat disagree
2905,Master's,2.0,Europe,medium,0,31-40 hours,3.0,3.0,1.0,2 years,2.0,1 year,1.0,Yes,1.0,0,1,0,1,0,8.0,6.0,5.0,1.0,3.0,7.0,3.0,2.824838121792173,0.0444244968970109,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2906,Doctorate,1.0,Asia,very_high,1,61-70 hours,4.0,2.0,4.0,4 years,4.0,2 years,2.0,Yes,1.0,1,1,0,0,1,3.0,1.0,6.0,2.0,3.0,2.0,3.6666666666666665,-0.6528728651728645,0.6080901564504835,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
2907,Doctorate,1.0,Asia,very_high,1,More than 80 hours,7.0,1.0,5.0,6 years,6.0,4 years,4.0,Yes,1.0,1,1,0,0,1,4.0,4.0,4.0,5.0,4.0,4.0,4.333333333333333,0.7382115296131505,1.1717558160039558,High,High,High supervisor / High institution,1.0,Very well,1.0,Somewhat agree
